state,year,commodity,var,value
Kentucky,2008,111 Agricultural Products,exports,23821271
Kentucky,2008,111 Agricultural Products,imports,88466569
Kentucky,2009,111 Agricultural Products,exports,75418360
Kentucky,2009,111 Agricultural Products,imports,61213469
Kentucky,2010,111 Agricultural Products,exports,48656383
Kentucky,2010,111 Agricultural Products,imports,49304850
Kentucky,2011,111 Agricultural Products,exports,50837767
Kentucky,2011,111 Agricultural Products,imports,70797263
Kentucky,2012,111 Agricultural Products,exports,36910118
Kentucky,2012,111 Agricultural Products,imports,82605833
Kentucky,2013,111 Agricultural Products,exports,36991133
Kentucky,2013,111 Agricultural Products,imports,71361474
Kentucky,2014,111 Agricultural Products,exports,56578228
Kentucky,2014,111 Agricultural Products,imports,72031156
Kentucky,2015,111 Agricultural Products,exports,41016980
Kentucky,2015,111 Agricultural Products,imports,71359444
Kentucky,2016,111 Agricultural Products,exports,26004969
Kentucky,2016,111 Agricultural Products,imports,103710936
Kentucky,2017,111 Agricultural Products,exports,26171946
Kentucky,2017,111 Agricultural Products,imports,95416352
Kentucky,2008,112 Livestock & Livestock Products,exports,249713163
Kentucky,2008,112 Livestock & Livestock Products,imports,51790473
Kentucky,2009,112 Livestock & Livestock Products,exports,274237639
Kentucky,2009,112 Livestock & Livestock Products,imports,38630865
Kentucky,2010,112 Livestock & Livestock Products,exports,238833274
Kentucky,2010,112 Livestock & Livestock Products,imports,25693175
Kentucky,2011,112 Livestock & Livestock Products,exports,165347176
Kentucky,2011,112 Livestock & Livestock Products,imports,62152683
Kentucky,2012,112 Livestock & Livestock Products,exports,217325006
Kentucky,2012,112 Livestock & Livestock Products,imports,24801085
Kentucky,2013,112 Livestock & Livestock Products,exports,201493334
Kentucky,2013,112 Livestock & Livestock Products,imports,23121463
Kentucky,2014,112 Livestock & Livestock Products,exports,259051906
Kentucky,2014,112 Livestock & Livestock Products,imports,25662943
Kentucky,2015,112 Livestock & Livestock Products,exports,214610017
Kentucky,2015,112 Livestock & Livestock Products,imports,47662690
Kentucky,2016,112 Livestock & Livestock Products,exports,257252103
Kentucky,2016,112 Livestock & Livestock Products,imports,57469548
Kentucky,2017,112 Livestock & Livestock Products,exports,261251061
Kentucky,2017,112 Livestock & Livestock Products,imports,57715110
Kentucky,2008,"113 Forestry Products, Nesoi",exports,16426079
Kentucky,2008,"113 Forestry Products, Nesoi",imports,9506476
Kentucky,2009,"113 Forestry Products, Nesoi",exports,14021267
Kentucky,2009,"113 Forestry Products, Nesoi",imports,2770330
Kentucky,2010,"113 Forestry Products, Nesoi",exports,11876250
Kentucky,2010,"113 Forestry Products, Nesoi",imports,2105520
Kentucky,2011,"113 Forestry Products, Nesoi",exports,12275647
Kentucky,2011,"113 Forestry Products, Nesoi",imports,2145380
Kentucky,2012,"113 Forestry Products, Nesoi",exports,10764987
Kentucky,2012,"113 Forestry Products, Nesoi",imports,2266118
Kentucky,2013,"113 Forestry Products, Nesoi",exports,15084970
Kentucky,2013,"113 Forestry Products, Nesoi",imports,2647249
Kentucky,2014,"113 Forestry Products, Nesoi",exports,20949704
Kentucky,2014,"113 Forestry Products, Nesoi",imports,2299470
Kentucky,2015,"113 Forestry Products, Nesoi",exports,17797710
Kentucky,2015,"113 Forestry Products, Nesoi",imports,2171025
Kentucky,2016,"113 Forestry Products, Nesoi",exports,10169376
Kentucky,2016,"113 Forestry Products, Nesoi",imports,3717451
Kentucky,2017,"113 Forestry Products, Nesoi",exports,20732871
Kentucky,2017,"113 Forestry Products, Nesoi",imports,3170621
Kentucky,2008,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,597463
Kentucky,2008,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,5968814
Kentucky,2009,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,60517
Kentucky,2009,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,9897136
Kentucky,2010,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,124581
Kentucky,2010,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,9708724
Kentucky,2011,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,129321
Kentucky,2011,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,9277202
Kentucky,2012,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,105395
Kentucky,2012,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,9880743
Kentucky,2013,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,485443
Kentucky,2013,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,13855709
Kentucky,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,799385
Kentucky,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,10190715
Kentucky,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,703062
Kentucky,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,7202879
Kentucky,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,989065
Kentucky,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,11134841
Kentucky,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,921576
Kentucky,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,9330190
Kentucky,2008,211 Oil & Gas,exports,44710535
Kentucky,2008,211 Oil & Gas,imports,5274781
Kentucky,2009,211 Oil & Gas,exports,29287062
Kentucky,2009,211 Oil & Gas,imports,15562136
Kentucky,2010,211 Oil & Gas,exports,22918272
Kentucky,2010,211 Oil & Gas,imports,3056594
Kentucky,2011,211 Oil & Gas,exports,2697548
Kentucky,2011,211 Oil & Gas,imports,1834895
Kentucky,2012,211 Oil & Gas,exports,9469833
Kentucky,2012,211 Oil & Gas,imports,3415620
Kentucky,2013,211 Oil & Gas,exports,9981046
Kentucky,2013,211 Oil & Gas,imports,2942701
Kentucky,2014,211 Oil & Gas,exports,2517721
Kentucky,2014,211 Oil & Gas,imports,783187526
Kentucky,2015,211 Oil & Gas,exports,3127822
Kentucky,2015,211 Oil & Gas,imports,1972881
Kentucky,2016,211 Oil & Gas,exports,4592972
Kentucky,2016,211 Oil & Gas,imports,2159508
Kentucky,2017,211 Oil & Gas,exports,8006956
Kentucky,2017,211 Oil & Gas,imports,1805713
Kentucky,2008,212 Minerals & Ores,exports,67493799
Kentucky,2008,212 Minerals & Ores,imports,36665851
Kentucky,2009,212 Minerals & Ores,exports,36394000
Kentucky,2009,212 Minerals & Ores,imports,17970376
Kentucky,2010,212 Minerals & Ores,exports,31456538
Kentucky,2010,212 Minerals & Ores,imports,26601783
Kentucky,2011,212 Minerals & Ores,exports,70868194
Kentucky,2011,212 Minerals & Ores,imports,37329048
Kentucky,2012,212 Minerals & Ores,exports,89502838
Kentucky,2012,212 Minerals & Ores,imports,17074605
Kentucky,2013,212 Minerals & Ores,exports,102737347
Kentucky,2013,212 Minerals & Ores,imports,32515776
Kentucky,2014,212 Minerals & Ores,exports,89200036
Kentucky,2014,212 Minerals & Ores,imports,32862306
Kentucky,2015,212 Minerals & Ores,exports,58454888
Kentucky,2015,212 Minerals & Ores,imports,21838715
Kentucky,2016,212 Minerals & Ores,exports,61641158
Kentucky,2016,212 Minerals & Ores,imports,23622603
Kentucky,2017,212 Minerals & Ores,exports,51213637
Kentucky,2017,212 Minerals & Ores,imports,31528223
Kentucky,2008,311 Food & Kindred Products,exports,360972466
Kentucky,2008,311 Food & Kindred Products,imports,233588783
Kentucky,2009,311 Food & Kindred Products,exports,354805650
Kentucky,2009,311 Food & Kindred Products,imports,171766133
Kentucky,2010,311 Food & Kindred Products,exports,403806767
Kentucky,2010,311 Food & Kindred Products,imports,179267099
Kentucky,2011,311 Food & Kindred Products,exports,322385624
Kentucky,2011,311 Food & Kindred Products,imports,241552242
Kentucky,2012,311 Food & Kindred Products,exports,465260075
Kentucky,2012,311 Food & Kindred Products,imports,225621017
Kentucky,2013,311 Food & Kindred Products,exports,486961045
Kentucky,2013,311 Food & Kindred Products,imports,233553418
Kentucky,2014,311 Food & Kindred Products,exports,381448525
Kentucky,2014,311 Food & Kindred Products,imports,265689753
Kentucky,2015,311 Food & Kindred Products,exports,354920046
Kentucky,2015,311 Food & Kindred Products,imports,253301620
Kentucky,2016,311 Food & Kindred Products,exports,319997559
Kentucky,2016,311 Food & Kindred Products,imports,281139385
Kentucky,2017,311 Food & Kindred Products,exports,314728536
Kentucky,2017,311 Food & Kindred Products,imports,295576192
Kentucky,2008,312 Beverages & Tobacco Products,exports,239704301
Kentucky,2008,312 Beverages & Tobacco Products,imports,352890305
Kentucky,2009,312 Beverages & Tobacco Products,exports,191080935
Kentucky,2009,312 Beverages & Tobacco Products,imports,273345002
Kentucky,2010,312 Beverages & Tobacco Products,exports,234206884
Kentucky,2010,312 Beverages & Tobacco Products,imports,349992001
Kentucky,2011,312 Beverages & Tobacco Products,exports,285315346
Kentucky,2011,312 Beverages & Tobacco Products,imports,407160785
Kentucky,2012,312 Beverages & Tobacco Products,exports,395633649
Kentucky,2012,312 Beverages & Tobacco Products,imports,413291737
Kentucky,2013,312 Beverages & Tobacco Products,exports,388666622
Kentucky,2013,312 Beverages & Tobacco Products,imports,432678948
Kentucky,2014,312 Beverages & Tobacco Products,exports,405064049
Kentucky,2014,312 Beverages & Tobacco Products,imports,454832680
Kentucky,2015,312 Beverages & Tobacco Products,exports,416822868
Kentucky,2015,312 Beverages & Tobacco Products,imports,440951689
Kentucky,2016,312 Beverages & Tobacco Products,exports,375372764
Kentucky,2016,312 Beverages & Tobacco Products,imports,432395732
Kentucky,2017,312 Beverages & Tobacco Products,exports,459459980
Kentucky,2017,312 Beverages & Tobacco Products,imports,510355222
Kentucky,2008,313 Textiles & Fabrics,exports,225608882
Kentucky,2008,313 Textiles & Fabrics,imports,45876467
Kentucky,2009,313 Textiles & Fabrics,exports,133394562
Kentucky,2009,313 Textiles & Fabrics,imports,33304401
Kentucky,2010,313 Textiles & Fabrics,exports,198835452
Kentucky,2010,313 Textiles & Fabrics,imports,52638853
Kentucky,2011,313 Textiles & Fabrics,exports,220663753
Kentucky,2011,313 Textiles & Fabrics,imports,49774892
Kentucky,2012,313 Textiles & Fabrics,exports,236387867
Kentucky,2012,313 Textiles & Fabrics,imports,73233166
Kentucky,2013,313 Textiles & Fabrics,exports,231554145
Kentucky,2013,313 Textiles & Fabrics,imports,69710500
Kentucky,2014,313 Textiles & Fabrics,exports,172725186
Kentucky,2014,313 Textiles & Fabrics,imports,76307802
Kentucky,2015,313 Textiles & Fabrics,exports,82445970
Kentucky,2015,313 Textiles & Fabrics,imports,77670994
Kentucky,2016,313 Textiles & Fabrics,exports,89481179
Kentucky,2016,313 Textiles & Fabrics,imports,92585968
Kentucky,2017,313 Textiles & Fabrics,exports,77373431
Kentucky,2017,313 Textiles & Fabrics,imports,101334596
Kentucky,2008,314 Textile Mill Products,exports,18330426
Kentucky,2008,314 Textile Mill Products,imports,85272838
Kentucky,2009,314 Textile Mill Products,exports,15137521
Kentucky,2009,314 Textile Mill Products,imports,72393375
Kentucky,2010,314 Textile Mill Products,exports,16181481
Kentucky,2010,314 Textile Mill Products,imports,61229520
Kentucky,2011,314 Textile Mill Products,exports,16422468
Kentucky,2011,314 Textile Mill Products,imports,64601496
Kentucky,2012,314 Textile Mill Products,exports,20842682
Kentucky,2012,314 Textile Mill Products,imports,65744342
Kentucky,2013,314 Textile Mill Products,exports,21509351
Kentucky,2013,314 Textile Mill Products,imports,67900230
Kentucky,2014,314 Textile Mill Products,exports,22670282
Kentucky,2014,314 Textile Mill Products,imports,78863313
Kentucky,2015,314 Textile Mill Products,exports,22020782
Kentucky,2015,314 Textile Mill Products,imports,77942400
Kentucky,2016,314 Textile Mill Products,exports,22879209
Kentucky,2016,314 Textile Mill Products,imports,82196419
Kentucky,2017,314 Textile Mill Products,exports,19188621
Kentucky,2017,314 Textile Mill Products,imports,105240064
Kentucky,2008,315 Apparel & Accessories,exports,61799443
Kentucky,2008,315 Apparel & Accessories,imports,2304543958
Kentucky,2009,315 Apparel & Accessories,exports,48106699
Kentucky,2009,315 Apparel & Accessories,imports,1864994841
Kentucky,2010,315 Apparel & Accessories,exports,53607990
Kentucky,2010,315 Apparel & Accessories,imports,1942148765
Kentucky,2011,315 Apparel & Accessories,exports,57228638
Kentucky,2011,315 Apparel & Accessories,imports,2091882240
Kentucky,2012,315 Apparel & Accessories,exports,66428831
Kentucky,2012,315 Apparel & Accessories,imports,2330137529
Kentucky,2013,315 Apparel & Accessories,exports,63908530
Kentucky,2013,315 Apparel & Accessories,imports,2124057617
Kentucky,2014,315 Apparel & Accessories,exports,71392116
Kentucky,2014,315 Apparel & Accessories,imports,1752882076
Kentucky,2015,315 Apparel & Accessories,exports,61005052
Kentucky,2015,315 Apparel & Accessories,imports,1621732754
Kentucky,2016,315 Apparel & Accessories,exports,58019437
Kentucky,2016,315 Apparel & Accessories,imports,1436492280
Kentucky,2017,315 Apparel & Accessories,exports,61019834
Kentucky,2017,315 Apparel & Accessories,imports,1247624265
Kentucky,2008,316 Leather & Allied Products,exports,169250198
Kentucky,2008,316 Leather & Allied Products,imports,412852456
Kentucky,2009,316 Leather & Allied Products,exports,116720322
Kentucky,2009,316 Leather & Allied Products,imports,316662959
Kentucky,2010,316 Leather & Allied Products,exports,183632027
Kentucky,2010,316 Leather & Allied Products,imports,413910618
Kentucky,2011,316 Leather & Allied Products,exports,197459637
Kentucky,2011,316 Leather & Allied Products,imports,419950443
Kentucky,2012,316 Leather & Allied Products,exports,173373183
Kentucky,2012,316 Leather & Allied Products,imports,373245488
Kentucky,2013,316 Leather & Allied Products,exports,261754365
Kentucky,2013,316 Leather & Allied Products,imports,431094636
Kentucky,2014,316 Leather & Allied Products,exports,207750900
Kentucky,2014,316 Leather & Allied Products,imports,649917379
Kentucky,2015,316 Leather & Allied Products,exports,189248416
Kentucky,2015,316 Leather & Allied Products,imports,704211080
Kentucky,2016,316 Leather & Allied Products,exports,148719238
Kentucky,2016,316 Leather & Allied Products,imports,574095732
Kentucky,2017,316 Leather & Allied Products,exports,153782938
Kentucky,2017,316 Leather & Allied Products,imports,661038491
Kentucky,2008,321 Wood Products,exports,161747756
Kentucky,2008,321 Wood Products,imports,93066081
Kentucky,2009,321 Wood Products,exports,119843396
Kentucky,2009,321 Wood Products,imports,63720040
Kentucky,2010,321 Wood Products,exports,106424680
Kentucky,2010,321 Wood Products,imports,100303624
Kentucky,2011,321 Wood Products,exports,104873802
Kentucky,2011,321 Wood Products,imports,110189039
Kentucky,2012,321 Wood Products,exports,129514697
Kentucky,2012,321 Wood Products,imports,134642269
Kentucky,2013,321 Wood Products,exports,159710002
Kentucky,2013,321 Wood Products,imports,141378802
Kentucky,2014,321 Wood Products,exports,221187585
Kentucky,2014,321 Wood Products,imports,156093360
Kentucky,2015,321 Wood Products,exports,250365076
Kentucky,2015,321 Wood Products,imports,155809710
Kentucky,2016,321 Wood Products,exports,247395248
Kentucky,2016,321 Wood Products,imports,159150003
Kentucky,2017,321 Wood Products,exports,303375588
Kentucky,2017,321 Wood Products,imports,197889645
Kentucky,2008,322 Paper,exports,186809050
Kentucky,2008,322 Paper,imports,346334704
Kentucky,2009,322 Paper,exports,165708925
Kentucky,2009,322 Paper,imports,274687043
Kentucky,2010,322 Paper,exports,191873789
Kentucky,2010,322 Paper,imports,277940735
Kentucky,2011,322 Paper,exports,186073308
Kentucky,2011,322 Paper,imports,325191135
Kentucky,2012,322 Paper,exports,187021855
Kentucky,2012,322 Paper,imports,257480297
Kentucky,2013,322 Paper,exports,196048534
Kentucky,2013,322 Paper,imports,274184209
Kentucky,2014,322 Paper,exports,176410652
Kentucky,2014,322 Paper,imports,212143673
Kentucky,2015,322 Paper,exports,173039722
Kentucky,2015,322 Paper,imports,212924699
Kentucky,2016,322 Paper,exports,166087252
Kentucky,2016,322 Paper,imports,205901365
Kentucky,2017,322 Paper,exports,144315169
Kentucky,2017,322 Paper,imports,212831456
Kentucky,2008,"323 Printed Matter And Related Products, Nesoi",exports,258914041
Kentucky,2008,"323 Printed Matter And Related Products, Nesoi",imports,114629594
Kentucky,2009,"323 Printed Matter And Related Products, Nesoi",exports,257351276
Kentucky,2009,"323 Printed Matter And Related Products, Nesoi",imports,85185957
Kentucky,2010,"323 Printed Matter And Related Products, Nesoi",exports,279327840
Kentucky,2010,"323 Printed Matter And Related Products, Nesoi",imports,98525634
Kentucky,2011,"323 Printed Matter And Related Products, Nesoi",exports,264902615
Kentucky,2011,"323 Printed Matter And Related Products, Nesoi",imports,112211240
Kentucky,2012,"323 Printed Matter And Related Products, Nesoi",exports,245939425
Kentucky,2012,"323 Printed Matter And Related Products, Nesoi",imports,120734094
Kentucky,2013,"323 Printed Matter And Related Products, Nesoi",exports,233777446
Kentucky,2013,"323 Printed Matter And Related Products, Nesoi",imports,92182290
Kentucky,2014,"323 Printed Matter And Related Products, Nesoi",exports,264289053
Kentucky,2014,"323 Printed Matter And Related Products, Nesoi",imports,93756769
Kentucky,2015,"323 Printed Matter And Related Products, Nesoi",exports,242426272
Kentucky,2015,"323 Printed Matter And Related Products, Nesoi",imports,127957252
Kentucky,2016,"323 Printed Matter And Related Products, Nesoi",exports,233922979
Kentucky,2016,"323 Printed Matter And Related Products, Nesoi",imports,196548180
Kentucky,2017,"323 Printed Matter And Related Products, Nesoi",exports,284009280
Kentucky,2017,"323 Printed Matter And Related Products, Nesoi",imports,178021710
Kentucky,2008,324 Petroleum & Coal Products,exports,38320181
Kentucky,2008,324 Petroleum & Coal Products,imports,22080584
Kentucky,2009,324 Petroleum & Coal Products,exports,16423503
Kentucky,2009,324 Petroleum & Coal Products,imports,22160622
Kentucky,2010,324 Petroleum & Coal Products,exports,20594955
Kentucky,2010,324 Petroleum & Coal Products,imports,37248689
Kentucky,2011,324 Petroleum & Coal Products,exports,48666063
Kentucky,2011,324 Petroleum & Coal Products,imports,44409921
Kentucky,2012,324 Petroleum & Coal Products,exports,36484188
Kentucky,2012,324 Petroleum & Coal Products,imports,41660549
Kentucky,2013,324 Petroleum & Coal Products,exports,32723682
Kentucky,2013,324 Petroleum & Coal Products,imports,55308095
Kentucky,2014,324 Petroleum & Coal Products,exports,29648084
Kentucky,2014,324 Petroleum & Coal Products,imports,48536743
Kentucky,2015,324 Petroleum & Coal Products,exports,28394918
Kentucky,2015,324 Petroleum & Coal Products,imports,34354840
Kentucky,2016,324 Petroleum & Coal Products,exports,24671077
Kentucky,2016,324 Petroleum & Coal Products,imports,27147555
Kentucky,2017,324 Petroleum & Coal Products,exports,25893212
Kentucky,2017,324 Petroleum & Coal Products,imports,29488265
Kentucky,2008,325 Chemicals,exports,3538902605
Kentucky,2008,325 Chemicals,imports,2693837604
Kentucky,2009,325 Chemicals,exports,3258171479
Kentucky,2009,325 Chemicals,imports,3091475926
Kentucky,2010,325 Chemicals,exports,4095759456
Kentucky,2010,325 Chemicals,imports,4569139965
Kentucky,2011,325 Chemicals,exports,3966172705
Kentucky,2011,325 Chemicals,imports,5477142363
Kentucky,2012,325 Chemicals,exports,4230662216
Kentucky,2012,325 Chemicals,imports,6055909026
Kentucky,2013,325 Chemicals,exports,4206086928
Kentucky,2013,325 Chemicals,imports,6900317692
Kentucky,2014,325 Chemicals,exports,4004976806
Kentucky,2014,325 Chemicals,imports,6158940321
Kentucky,2015,325 Chemicals,exports,4444762960
Kentucky,2015,325 Chemicals,imports,6305391947
Kentucky,2016,325 Chemicals,exports,4223953093
Kentucky,2016,325 Chemicals,imports,8065851251
Kentucky,2017,325 Chemicals,exports,4004260230
Kentucky,2017,325 Chemicals,imports,12210361423
Kentucky,2008,326 Plastics & Rubber Products,exports,358465597
Kentucky,2008,326 Plastics & Rubber Products,imports,438092431
Kentucky,2009,326 Plastics & Rubber Products,exports,305867242
Kentucky,2009,326 Plastics & Rubber Products,imports,391026174
Kentucky,2010,326 Plastics & Rubber Products,exports,384584158
Kentucky,2010,326 Plastics & Rubber Products,imports,530330388
Kentucky,2011,326 Plastics & Rubber Products,exports,379082651
Kentucky,2011,326 Plastics & Rubber Products,imports,560125733
Kentucky,2012,326 Plastics & Rubber Products,exports,413586502
Kentucky,2012,326 Plastics & Rubber Products,imports,717670171
Kentucky,2013,326 Plastics & Rubber Products,exports,455041393
Kentucky,2013,326 Plastics & Rubber Products,imports,739615208
Kentucky,2014,326 Plastics & Rubber Products,exports,478355137
Kentucky,2014,326 Plastics & Rubber Products,imports,737802541
Kentucky,2015,326 Plastics & Rubber Products,exports,469755027
Kentucky,2015,326 Plastics & Rubber Products,imports,833548217
Kentucky,2016,326 Plastics & Rubber Products,exports,433866363
Kentucky,2016,326 Plastics & Rubber Products,imports,718678470
Kentucky,2017,326 Plastics & Rubber Products,exports,431769042
Kentucky,2017,326 Plastics & Rubber Products,imports,727804445
Kentucky,2008,327 Nonmetallic Mineral Products,exports,403674353
Kentucky,2008,327 Nonmetallic Mineral Products,imports,192782428
Kentucky,2009,327 Nonmetallic Mineral Products,exports,243951238
Kentucky,2009,327 Nonmetallic Mineral Products,imports,123792270
Kentucky,2010,327 Nonmetallic Mineral Products,exports,370026365
Kentucky,2010,327 Nonmetallic Mineral Products,imports,164114921
Kentucky,2011,327 Nonmetallic Mineral Products,exports,239569034
Kentucky,2011,327 Nonmetallic Mineral Products,imports,235941010
Kentucky,2012,327 Nonmetallic Mineral Products,exports,348708915
Kentucky,2012,327 Nonmetallic Mineral Products,imports,266831266
Kentucky,2013,327 Nonmetallic Mineral Products,exports,523517783
Kentucky,2013,327 Nonmetallic Mineral Products,imports,275596591
Kentucky,2014,327 Nonmetallic Mineral Products,exports,439952145
Kentucky,2014,327 Nonmetallic Mineral Products,imports,274823994
Kentucky,2015,327 Nonmetallic Mineral Products,exports,429618089
Kentucky,2015,327 Nonmetallic Mineral Products,imports,255206078
Kentucky,2016,327 Nonmetallic Mineral Products,exports,474314801
Kentucky,2016,327 Nonmetallic Mineral Products,imports,219161316
Kentucky,2017,327 Nonmetallic Mineral Products,exports,289839178
Kentucky,2017,327 Nonmetallic Mineral Products,imports,225222205
Kentucky,2008,331 Primary Metal Mfg,exports,759688122
Kentucky,2008,331 Primary Metal Mfg,imports,1163186423
Kentucky,2009,331 Primary Metal Mfg,exports,560492116
Kentucky,2009,331 Primary Metal Mfg,imports,632541339
Kentucky,2010,331 Primary Metal Mfg,exports,740813917
Kentucky,2010,331 Primary Metal Mfg,imports,1148380830
Kentucky,2011,331 Primary Metal Mfg,exports,764886790
Kentucky,2011,331 Primary Metal Mfg,imports,1133044562
Kentucky,2012,331 Primary Metal Mfg,exports,649526315
Kentucky,2012,331 Primary Metal Mfg,imports,1162310961
Kentucky,2013,331 Primary Metal Mfg,exports,623316804
Kentucky,2013,331 Primary Metal Mfg,imports,1210492310
Kentucky,2014,331 Primary Metal Mfg,exports,684248359
Kentucky,2014,331 Primary Metal Mfg,imports,1463611301
Kentucky,2015,331 Primary Metal Mfg,exports,581758537
Kentucky,2015,331 Primary Metal Mfg,imports,1332035382
Kentucky,2016,331 Primary Metal Mfg,exports,643201294
Kentucky,2016,331 Primary Metal Mfg,imports,1376192161
Kentucky,2017,331 Primary Metal Mfg,exports,736609673
Kentucky,2017,331 Primary Metal Mfg,imports,1474861610
Kentucky,2008,"332 Fabricated Metal Products, Nesoi",exports,541970474
Kentucky,2008,"332 Fabricated Metal Products, Nesoi",imports,994484727
Kentucky,2009,"332 Fabricated Metal Products, Nesoi",exports,390675608
Kentucky,2009,"332 Fabricated Metal Products, Nesoi",imports,791442839
Kentucky,2010,"332 Fabricated Metal Products, Nesoi",exports,514099396
Kentucky,2010,"332 Fabricated Metal Products, Nesoi",imports,951680232
Kentucky,2011,"332 Fabricated Metal Products, Nesoi",exports,611058841
Kentucky,2011,"332 Fabricated Metal Products, Nesoi",imports,1014831055
Kentucky,2012,"332 Fabricated Metal Products, Nesoi",exports,623488525
Kentucky,2012,"332 Fabricated Metal Products, Nesoi",imports,1228646869
Kentucky,2013,"332 Fabricated Metal Products, Nesoi",exports,606259419
Kentucky,2013,"332 Fabricated Metal Products, Nesoi",imports,1232747159
Kentucky,2014,"332 Fabricated Metal Products, Nesoi",exports,679488069
Kentucky,2014,"332 Fabricated Metal Products, Nesoi",imports,1393345660
Kentucky,2015,"332 Fabricated Metal Products, Nesoi",exports,591004840
Kentucky,2015,"332 Fabricated Metal Products, Nesoi",imports,1514547238
Kentucky,2016,"332 Fabricated Metal Products, Nesoi",exports,620322008
Kentucky,2016,"332 Fabricated Metal Products, Nesoi",imports,1593237382
Kentucky,2017,"332 Fabricated Metal Products, Nesoi",exports,631404745
Kentucky,2017,"332 Fabricated Metal Products, Nesoi",imports,1582993925
Kentucky,2008,"333 Machinery, Except Electrical",exports,1890379900
Kentucky,2008,"333 Machinery, Except Electrical",imports,3279842327
Kentucky,2009,"333 Machinery, Except Electrical",exports,1445997080
Kentucky,2009,"333 Machinery, Except Electrical",imports,1810474900
Kentucky,2010,"333 Machinery, Except Electrical",exports,1780140629
Kentucky,2010,"333 Machinery, Except Electrical",imports,2100677060
Kentucky,2011,"333 Machinery, Except Electrical",exports,1941163088
Kentucky,2011,"333 Machinery, Except Electrical",imports,2510080160
Kentucky,2012,"333 Machinery, Except Electrical",exports,1856909886
Kentucky,2012,"333 Machinery, Except Electrical",imports,3091325646
Kentucky,2013,"333 Machinery, Except Electrical",exports,1797672137
Kentucky,2013,"333 Machinery, Except Electrical",imports,4249778012
Kentucky,2014,"333 Machinery, Except Electrical",exports,1787945582
Kentucky,2014,"333 Machinery, Except Electrical",imports,4378766558
Kentucky,2015,"333 Machinery, Except Electrical",exports,1677194010
Kentucky,2015,"333 Machinery, Except Electrical",imports,4299453071
Kentucky,2016,"333 Machinery, Except Electrical",exports,1531313504
Kentucky,2016,"333 Machinery, Except Electrical",imports,3988664238
Kentucky,2017,"333 Machinery, Except Electrical",exports,1583216582
Kentucky,2017,"333 Machinery, Except Electrical",imports,4449207271
Kentucky,2008,334 Computer & Electronic Products,exports,1448991414
Kentucky,2008,334 Computer & Electronic Products,imports,7109166865
Kentucky,2009,334 Computer & Electronic Products,exports,1405244337
Kentucky,2009,334 Computer & Electronic Products,imports,6801038243
Kentucky,2010,334 Computer & Electronic Products,exports,1449464960
Kentucky,2010,334 Computer & Electronic Products,imports,9735587761
Kentucky,2011,334 Computer & Electronic Products,exports,1524941999
Kentucky,2011,334 Computer & Electronic Products,imports,7740040573
Kentucky,2012,334 Computer & Electronic Products,exports,1820812272
Kentucky,2012,334 Computer & Electronic Products,imports,6829313019
Kentucky,2013,334 Computer & Electronic Products,exports,1998713839
Kentucky,2013,334 Computer & Electronic Products,imports,6629684313
Kentucky,2014,334 Computer & Electronic Products,exports,1998518181
Kentucky,2014,334 Computer & Electronic Products,imports,6290591405
Kentucky,2015,334 Computer & Electronic Products,exports,1751616757
Kentucky,2015,334 Computer & Electronic Products,imports,5168503168
Kentucky,2016,334 Computer & Electronic Products,exports,1571264111
Kentucky,2016,334 Computer & Electronic Products,imports,5548103778
Kentucky,2017,334 Computer & Electronic Products,exports,1800514566
Kentucky,2017,334 Computer & Electronic Products,imports,7266121471
Kentucky,2008,"335 Electrical Equipment, Appliances & Components",exports,598601116
Kentucky,2008,"335 Electrical Equipment, Appliances & Components",imports,1371301732
Kentucky,2009,"335 Electrical Equipment, Appliances & Components",exports,473444564
Kentucky,2009,"335 Electrical Equipment, Appliances & Components",imports,1650765993
Kentucky,2010,"335 Electrical Equipment, Appliances & Components",exports,553788877
Kentucky,2010,"335 Electrical Equipment, Appliances & Components",imports,1906857147
Kentucky,2011,"335 Electrical Equipment, Appliances & Components",exports,751879103
Kentucky,2011,"335 Electrical Equipment, Appliances & Components",imports,1879347885
